$COMP,"56","56",1,"Rabbit Pellets Racing 2","Matt Ivey","",""
$COMP,"192","192",3,"Wegoracing","Robert Turgeon","",""
$COMP,"74","74",1,"Happy Moose Racing","Randy Pobst","",""
$COMP,"78","78",1,"Death Race","Jamie Lament","",""
$COMP,"79","79",1,"Grumpy Old Men","Nicolas Betegh","",""
$COMP,"87","87",3,"EconoMotorsports","David Weaver","",""
$COMP,"89","89",1,"Rally Baby Art Car","Keith Oldt","",""
$COMP,"114","114",1,"RB Racing P&G Trading Co","Mignogna Vincent","",""
$COMP,"128","128",2,"Rabbit Pellets Racing 1","Craig Bentley","",""
$COMP,"147","147",1,"CrapCanRacing.com UFO","Anna Barton","",""
$COMP,"47","47",3,"Team Foot Shoot","Bill Roche","",""
$COMP,"155","155",1,"WE Racing","Paul Plemenos","",""
$COMP,"181","181",2,"Schumacher Taxi Service","Rob Leone","",""
$COMP,"215","215",1,"Legendary Racing #2","Mike Mcclintock","",""
$COMP,"272","272",3,"Bull Flo Ed / Mancave","Ben Greisler","",""
$COMP,"300","300",2,"EZ Riders","John Peruto, Esq.","",""
$COMP,"333","333",2,"Free-Man Racing","Peter Freeman","",""
$COMP,"387","387",3,"Road and Track and Friends","Jack Baruth","",""
$COMP,"508","508",3,"Massholes","Nick DeRosa","",""
$COMP,"509","509",3,"Lockman / Duct Tape","Greg Lockman","",""
$COMP,"723","723",3,"Rally Baby Ebola","Carr Mike","",""
$COMP,"747","747",3,"CrapCanRacing.com Big Red","Scott Barton","",""
$COMP,"901","901",3,"Cardorks Amtrak","Eugene McMurray","",""
$COMP,"36","36",2,"Venus Envy","Michele Ehlinger","",""
$COMP,"-??-","-??-",4,"- 237737 -","","",""
$COMP,"-??-","-??-",4,"- 1925396 -","","",""
$C,1,"B"
$C,2,"C"
$C,3,"A"
$C,4,""
$E,"TRACKNAME","Watkins Glen Internation"
$E,"TRACKLENGTH","3.400"
$F,0,"00:00:00","08:00:06","00:00:00","      "
$F,0,"00:00:00","08:00:07","00:00:00","      "
$F,0,"00:00:00","08:00:08","00:00:00","      "
$F,0,"00:00:00","08:00:09","00:00:00","      "
$F,0,"00:00:00","08:00:10","00:00:00","      "
$F,0,"00:00:00","08:00:11","00:00:00","      "
$F,0,"00:00:00","08:00:12","00:00:00","      "
$F,0,"00:00:00","08:00:13","00:00:00","      "
$F,0,"00:00:00","08:00:14","00:00:00","      "
$F,0,"00:00:00","08:00:15","00:00:00","      "
$F,0,"00:00:00","08:00:16","00:00:00","      "
$F,0,"00:00:00","08:00:17","00:00:00","      "
$F,0,"00:00:00","08:00:18","00:00:00","      "
$F,0,"00:00:00","08:00:19","00:00:00","      "
$F,0,"00:00:00","08:00:20","00:00:00","      "
$F,0,"00:00:00","08:00:21","00:00:00","      "
$F,0,"00:00:00","08:00:22","00:00:00","      "
$F,0,"00:00:00","08:00:23","00:00:00","      "
$F,0,"00:00:00","08:00:24","00:00:00","      "
$F,0,"00:00:00","08:00:25","00:00:00","      "
$F,0,"00:00:00","08:00:26","00:00:00","      "
$F,0,"00:00:00","08:00:27","00:00:00","      "
$F,0,"00:00:00","08:00:28","00:00:00","      "
$F,0,"00:00:00","08:00:29","00:00:00","      "
$F,0,"00:00:00","08:00:30","00:00:00","      "
$F,0,"00:00:00","08:00:31","00:00:00","      "
$F,0,"00:00:00","08:00:32","00:00:00","      "
$F,0,"00:00:00","08:00:33","00:00:00","      "
$F,0,"00:00:00","08:00:34","00:00:00","      "
$F,0,"00:00:00","08:00:35","00:00:00","      "
$F,0,"00:00:00","08:00:36","00:00:00","      "
$F,0,"00:00:00","08:00:37","00:00:00","      "
$F,0,"00:00:00","08:00:38","00:00:00","      "
$F,0,"00:00:00","08:00:39","00:00:00","      "
$F,0,"00:00:00","08:00:40","00:00:00","      "
$F,0,"00:00:00","08:00:41","00:00:00","      "
$F,0,"00:00:00","08:00:42","00:00:00","      "
$F,0,"00:00:00","08:00:43","00:00:00","      "
$F,0,"00:00:00","08:00:44","00:00:00","      "
$F,0,"00:00:00","08:00:45","00:00:00","      "
$F,0,"00:00:00","08:00:46","00:00:00","      "
$F,0,"00:00:00","08:00:47","00:00:00","      "
$F,0,"00:00:00","08:00:48","00:00:00","      "
$F,0,"00:00:00","08:00:49","00:00:00","      "
$F,0,"00:00:00","08:00:50","00:00:00","      "
$F,0,"00:00:00","08:00:51","00:00:00","      "
$F,0,"00:00:00","08:00:52","00:00:00","      "
$F,0,"00:00:00","08:00:53","00:00:00","      "
$F,0,"00:00:00","08:00:54","00:00:00","      "
$F,0,"00:00:00","08:00:55","00:00:00","      "
$F,0,"00:00:00","08:00:56","00:00:00","      "
$F,0,"00:00:00","08:00:57","00:00:00","      "
$F,0,"00:00:00","08:00:58","00:00:00","      "
$F,0,"00:00:00","08:00:59","00:00:00","      "
$F,0,"00:00:00","08:01:00","00:00:00","      "
$F,0,"00:00:00","08:01:01","00:00:00","      "
$F,0,"00:00:00","08:01:02","00:00:00","      "
$F,0,"00:00:00","08:01:03","00:00:00","      "
$F,0,"00:00:00","08:01:04","00:00:00","      "
$F,0,"00:00:00","08:01:05","00:00:00","      "
$F,0,"00:00:00","08:01:06","00:00:00","      "
$F,0,"00:00:00","08:01:07","00:00:00","      "
$F,0,"00:00:00","08:01:08","00:00:00","      "
$F,0,"00:00:00","08:01:09","00:00:00","      "
$F,0,"00:00:00","08:01:10","00:00:00","      "
$F,0,"00:00:00","08:01:11","00:00:00","      "
$F,0,"00:00:00","08:01:12","00:00:00","      "
$F,0,"00:00:00","08:01:13","00:00:00","      "
$F,0,"00:00:00","08:01:14","00:00:00","      "
$F,0,"00:00:00","08:01:15","00:00:00","      "
$F,0,"00:00:00","08:01:16","00:00:00","      "
$H,1,"509",71,"00:02:16.700"
$H,2,"747",145,"00:02:19.506"
$H,3,"27",147,"00:02:19.847"
$H,4,"387",148,"00:02:19.981"
$H,5,"-??-",148,"00:02:19.981"
$H,6,"901",104,"00:02:20.068"
$H,7,"87",89,"00:02:21.173"
$H,8,"272",129,"00:02:21.268"
$H,9,"24",139,"00:02:21.939"
$H,10,"47",86,"00:02:23.201"
$H,11,"42",149,"00:02:23.864"
$H,12,"155",155,"00:02:24.258"
$H,13,"60",142,"00:02:24.626"
$H,14,"1",135,"00:02:24.646"
$H,15,"508",151,"00:02:24.854"
$H,16,"78",148,"00:02:25.171"
$H,17,"89",26,"00:02:27.029"
$H,18,"723",82,"00:02:27.412"
$H,19,"114",130,"00:02:27.703"
$H,20,"181",93,"00:02:28.884"
$H,21,"34",66,"00:02:29.070"
$H,22,"128",83,"00:02:29.196"
$H,23,"-??-",51,"00:02:30.723"
$H,24,"79",56,"00:02:30.725"
$H,25,"56",99,"00:02:31.014"
$H,26,"36",64,"00:02:31.273"
$H,27,"333",72,"00:02:34.164"
$H,28,"18",59,"00:02:34.717"
$H,29,"192",31,"00:02:34.938"
$H,30,"147",52,"00:02:36.419"
$H,31,"74",2,"00:02:39.183"
$H,32,"215",0,"00:00:00"
$H,33,"300",0,"00:00:00"
$G,1,"747",165,"07:46:59.136"
$G,2,"24",164,"07:47:59.390"
$G,3,"155",163,"07:49:43.890"
$G,4,"901",162,"07:49:23.658"
$G,5,"87",161,"07:47:35.560"
$G,6,"42",161,"07:49:18.046"
$G,7,"509",160,"07:43:44.228"
$G,8,"-??-",160,"07:48:33.267"
$G,9,"387",160,"07:48:33.353"
$G,10,"508",159,"07:49:25.399"
$G,11,"78",159,"07:49:45.962"
$G,12,"114",157,"07:47:16.453"
$G,13,"27",154,"07:49:40.870"
$G,14,"56",153,"07:47:58.312"
$G,15,"47",153,"07:49:25.759"
$G,16,"60",148,"07:48:22.824"
$G,17,"1",147,"07:49:23.784"
$G,18,"181",142,"07:47:14.759"
$G,19,"272",142,"07:49:46.670"
$G,20,"36",136,"07:49:17.037"
$G,21,"128",134,"07:47:58.722"
$G,22,"333",119,"07:48:15.272"
$G,23,"18",105,"07:40:35.918"
$G,24,"79",104,"07:46:04.487"
$G,25,"723",83,"05:13:55.062"
$G,26,"34",77,"04:48:35.748"
$G,27,"147",61,"03:38:40.602"
$G,28,"-??-",55,"03:34:41.804"
$G,29,"192",40,"02:22:09.895"
$G,30,"89",33,"04:48:07.952"
$G,31,"74",3,"04:53:27.190"
$G,32,"215",,"00:00:00"
$G,33,"300",,"00:00:00"
$B,95,"Saturday Race1"
$A,"60","60",2091068,"Team Cardorks D","Fabian Berger","",1
$A,"1","1",563178,"AER1","Joshua Hughes","",1
$A,"18","18",4417769,"Legendary racing","Graham Knight","",2
$A,"24","24",3568627,"Rally Baby Tequila Petrol","Phil Ehlinger","",3
$A,"27","27",1337466,"RPM Technik","William Middlebrook","",3
$A,"34","34",106942,"TCP Racing","Harris Levitas","",2
$A,"42","42",585497,"CD4","Jeff Kiersh","",1
$A,"56","56",377555,"Rabbit Pellets Racing 2","Matt Ivey","",1
$A,"192","192",518695,"Wegoracing","Robert Turgeon","",3
$A,"74","74",811627,"Happy Moose Racing","Randy Pobst","",1
$A,"78","78",5417828,"Death Race","Jamie Lament","",1
$A,"79","79",959341,"Grumpy Old Men","Nicolas Betegh","",1
$A,"87","87",2175322,"EconoMotorsports","David Weaver","",3
$A,"89","89",3881318,"Rally Baby Art Car","Keith Oldt","",1
$A,"114","114",462078,"RB Racing P&G Trading Co","Mignogna Vincent","",1
$A,"128","128",1414322,"Rabbit Pellets Racing 1","Craig Bentley","",2
$A,"147","147",85656,"CrapCanRacing.com UFO","Anna Barton","",1
$A,"47","47",9556356,"Team Foot Shoot","Bill Roche","",3
$A,"155","155",2345804,"WE Racing","Paul Plemenos","",1
$A,"181","181",8613810,"Schumacher Taxi Service","Rob Leone","",2
$A,"215","215",940512,"Legendary Racing #2","Mike Mcclintock","",1
$A,"272","272",5505588,"Bull Flo Ed / Mancave","Ben Greisler","",3
$A,"300","300",1401534,"EZ Riders","John Peruto, Esq.","",2
$A,"333","333",226484,"Free-Man Racing","Peter Freeman","",2
$A,"387","387",1141352,"Road and Track and Friends","Jack Baruth","",3
$A,"508","508",1424709,"Massholes","Nick DeRosa","",3
$A,"509","509",765717,"Lockman / Duct Tape","Greg Lockman","",3
$A,"723","723",4291829,"Rally Baby Ebola","Carr Mike","",3
$A,"747","747",479539,"CrapCanRacing.com Big Red","Scott Barton","",3
$A,"901","901",1224883,"Cardorks Amtrak","Eugene McMurray","",3
$A,"36","36",1589671,"Venus Envy","Michele Ehlinger","",2
$A,"-??-","-??-",237737,"- 237737 -","","",4
$A,"-??-","-??-",1925396,"- 1925396 -","","",4
$COMP,"60","60",1,"Team Cardorks D","Fabian Berger","",""
$COMP,"1","1",1,"AER1","Joshua Hughes","",""
$COMP,"18","18",2,"Legendary racing","Graham Knight","",""
$COMP,"24","24",3,"Rally Baby Tequila Petrol","Phil Ehlinger","",""
$COMP,"27","27",3,"RPM Technik","William Middlebrook","",""
$COMP,"34","34",2,"TCP Racing","Harris Levitas","",""
$COMP,"42","42",1,"CD4","Jeff Kiersh","",""
$COMP,"56","56",1,"Rabbit Pellets Racing 2","Matt Ivey","",""
$COMP,"192","192",3,"Wegoracing","Robert Turgeon","",""
$COMP,"74","74",1,"Happy Moose Racing","Randy Pobst","",""
$COMP,"78","78",1,"Death Race","Jamie Lament","",""
$COMP,"79","79",1,"Grumpy Old Men","Nicolas Betegh","",""
$COMP,"87","87",3,"EconoMotorsports","David Weaver","",""
$COMP,"89","89",1,"Rally Baby Art Car","Keith Oldt","",""
$COMP,"114","114",1,"RB Racing P&G Trading Co","Mignogna Vincent","",""
$COMP,"128","128",2,"Rabbit Pellets Racing 1","Craig Bentley","",""
$COMP,"147","147",1,"CrapCanRacing.com UFO","Anna Barton","",""
$COMP,"47","47",3,"Team Foot Shoot","Bill Roche","",""
$COMP,"155","155",1,"WE Racing","Paul Plemenos","",""
$COMP,"181","181",2,"Schumacher Taxi Service","Rob Leone","",""
$COMP,"215","215",1,"Legendary Racing #2","Mike Mcclintock","",""
$COMP,"272","272",3,"Bull Flo Ed / Mancave","Ben Greisler","",""
$COMP,"300","300",2,"EZ Riders","John Peruto, Esq.","",""
$COMP,"333","333",2,"Free-Man Racing","Peter Freeman","",""
$COMP,"387","387",3,"Road and Track and Friends","Jack Baruth","",""
$COMP,"508","508",3,"Massholes","Nick DeRosa","",""
$COMP,"509","509",3,"Lockman / Duct Tape","Greg Lockman","",""
$COMP,"723","723",3,"Rally Baby Ebola","Carr Mike","",""
$COMP,"747","747",3,"CrapCanRacing.com Big Red","Scott Barton","",""
$COMP,"901","901",3,"Cardorks Amtrak","Eugene McMurray","",""
$COMP,"36","36",2,"Venus Envy","Michele Ehlinger","",""
$COMP,"-??-","-??-",4,"- 237737 -","","",""
$COMP,"-??-","-??-",4,"- 1925396 -","","",""
$C,1,"B"
$C,2,"C"
$C,3,"A"
$C,4,""
$E,"TRACKNAME","Watkins Glen Internation"
$E,"TRACKLENGTH","3.400"
$F,0,"00:00:00","08:01:17","00:00:00","      "
$F,0,"00:00:00","08:01:18","00:00:00","      "
$F,0,"00:00:00","08:01:19","00:00:00","      "
$F,0,"00:00:00","08:01:20","00:00:00","      "
$F,0,"00:00:00","08:01:21","00:00:00","      "
$F,0,"00:00:00","08:01:22","00:00:00","      "
$F,0,"00:00:00","08:01:23","00:00:00","      "
$F,0,"00:00:00","08:01:24","00:00:00","      "
$F,0,"00:00:00","08:01:25","00:00:00","      "
$F,0,"00:00:00","08:01:26","00:00:00","      "
$F,0,"00:00:00","08:01:27","00:00:00","      "
$F,0,"00:00:00","08:01:28","00:00:00","      "
$F,0,"00:00:00","08:01:29","00:00:00","      "
$F,0,"00:00:00","08:01:30","00:00:00","      "
$F,0,"00:00:00","08:01:31","00:00:00","      "
$F,0,"00:00:00","08:01:32","00:00:00","      "
$F,0,"00:00:00","08:01:33","00:00:00","      "
$F,0,"00:00:00","08:01:34","00:00:00","      "
$F,0,"00:00:00","08:01:35","00:00:00","      "
$F,0,"00:00:00","08:01:36","00:00:00","      "
$F,0,"00:00:00","08:01:37","00:00:00","      "
$F,0,"00:00:00","08:01:38","00:00:00","      "
$F,0,"00:00:00","08:01:39","00:00:00","      "
$F,0,"00:00:00","08:01:40","00:00:00","      "
$F,0,"00:00:00","08:01:41","00:00:00","      "
$F,0,"00:00:00","08:01:42","00:00:00","      "
$F,0,"00:00:00","08:01:43","00:00:00","      "
$F,0,"00:00:00","08:01:44","00:00:00","      "
$F,0,"00:00:00","08:01:45","00:00:00","      "
$F,0,"00:00:00","08:01:46","00:00:00","      "
$F,0,"00:00:00","08:01:47","00:00:00","      "
$F,0,"00:00:00","08:01:48","00:00:00","      "
$F,0,"00:00:00","08:01:49","00:00:00","      "
$F,0,"00:00:00","08:01:50","00:00:00","      "
$F,0,"00:00:00","08:01:51","00:00:00","      "
$F,0,"00:00:00","08:01:52","00:00:00","      "
$F,0,"00:00:00","08:01:53","00:00:00","      "
$F,0,"00:00:00","08:01:54","00:00:00","      "
$F,0,"00:00:00","08:01:55","00:00:00","      "
$F,0,"00:00:00","08:01:56","00:00:00","      "
$F,0,"00:00:00","08:01:57","00:00:00","      "
$F,0,"00:00:00","08:01:58","00:00:00","      "
$F,0,"00:00:00","08:01:59","00:00:00","      "
$F,0,"00:00:00","08:02:00","00:00:00","      "
$F,0,"00:00:00","08:02:01","00:00:00","      "
$F,0,"00:00:00","08:02:02","00:00:00","      "
$F,0,"00:00:00","08:02:03","00:00:00","      "
$F,0,"00:00:00","08:02:04","00:00:00","      "
$F,0,"00:00:00","08:02:05","00:00:00","      "
$F,0,"00:00:00","08:02:06","00:00:00","      "
$F,0,"00:00:00","08:02:07","00:00:00","      "
$F,0,"00:00:00","08:02:08","00:00:00","      "
$F,0,"00:00:00","08:02:09","00:00:00","      "
$F,0,"00:00:00","08:02:10","00:00:00","      "
$F,0,"00:00:00","08:02:11","00:00:00","      "
$F,0,"00:00:00","08:02:12","00:00:00","      "
$F,0,"00:00:00","08:02:13","00:00:00","      "
$F,0,"00:00:00","08:02:14","00:00:00","      "
$F,0,"00:00:00","08:02:15","00:00:00","      "
$F,0,"00:00:00","08:02:16","00:00:00","      "
$F,0,"00:00:00","08:02:17","00:00:00","      "
$F,0,"00:00:00","08:02:18","00:00:00","      "
$F,0,"00:00:00","08:02:19","00:00:00","      "
$F,0,"00:00:00","08:02:20","00:00:00","      "
$F,0,"00:00:00","08:02:21","00:00:00","      "
$F,0,"00:00:00","08:02:22","00:00:00","      "
$F,0,"00:00:00","08:02:23","00:00:00","      "
$F,0,"00:00:00","08:02:24","00:00:00","      "
$F,0,"00:00:00","08:02:25","00:00:00","      "
$F,0,"00:00:00","08:02:26","00:00:00","      "
$F,0,"00:00:00","08:02:27","00:00:00","      "
$F,0,"00:00:00","08:02:28","00:00:00","      "
$F,0,"00:00:00","08:02:29","00:00:00","      "
$F,0,"00:00:00","08:02:30","00:00:00","      "
$F,0,"00:00:00","08:02:31","00:00:00","      "
$F,0,"00:00:00","08:02:32","00:00:00","      "
$F,0,"00:00:00","08:02:33","00:00:00","      "
$F,0,"00:00:00","08:02:34","00:00:00","      "
$F,0,"00:00:00","08:02:35","00:00:00","      "
$F,0,"00:00:00","08:02:36","00:00:00","      "
$F,0,"00:00:00","08:02:37","00:00:00","      "
$F,0,"00:00:00","08:02:38","00:00:00","      "
$F,0,"00:00:00","08:02:39","00:00:00","      "
$F,0,"00:00:00","08:02:40","00:00:00","      "
$F,0,"00:00:00","08:02:41","00:00:00","      "
$F,0,"00:00:00","08:02:42","00:00:00","      "
$F,0,"00:00:00","08:02:43","00:00:00","      "
$F,0,"00:00:00","08:02:44","00:00:00","      "
$F,0,"00:00:00","08:02:45","00:00:00","      "
$F,0,"00:00:00","08:02:46","00:00:00","      "
$F,0,"00:00:00","08:02:47","00:00:00","      "
$F,0,"00:00:00","08:02:48","00:00:00","      "
$F,0,"00:00:00","08:02:49","00:00:00","      "
$F,0,"00:00:00","08:02:50","00:00:00","      "
$F,0,"00:00:00","08:02:51","00:00:00","      "
$F,0,"00:00:00","08:02:52","00:00:00","      "
$F,0,"00:00:00","08:02:53","00:00:00","      "
$F,0,"00:00:00","08:02:54","00:00:00","      "
$F,0,"00:00:00","08:02:55","00:00:00","      "
$F,0,"00:00:00","08:02:56","00:00:00","      "
$F,0,"00:00:00","08:02:57","00:00:00","      "
$F,0,"00:00:00","08:02:58","00:00:00","      "
$F,0,"00:00:00","08:02:59","00:00:00","      "
$F,0,"00:00:00","08:03:00","00:00:00","      "
$F,0,"00:00:00","08:03:01","00:00:00","      "
$F,0,"00:00:00","08:03:02","00:00:00","      "
$F,0,"00:00:00","08:03:03","00:00:00","      "
$F,0,"00:00:00","08:03:04","00:00:00","      "
$F,0,"00:00:00","08:03:05","00:00:00","      "
$F,0,"00:00:00","08:03:06","00:00:00","      "
$F,0,"00:00:00","08:03:07","00:00:00","      "
$F,0,"00:00:00","08:03:08","00:00:00","      "
$F,0,"00:00:00","08:03:09","00:00:00","      "
$F,0,"00:00:00","08:03:10","00:00:00","      "
$F,0,"00:00:00","08:03:11","00:00:00","      "
$F,0,"00:00:00","08:03:12","00:00:00","      "
$F,0,"00:00:00","08:03:13","00:00:00","      "
$F,0,"00:00:00","08:03:14","00:00:00","      "
$F,0,"00:00:00","08:03:15","00:00:00","      "
$F,0,"00:00:00","08:03:16","00:00:00","      "
$F,0,"00:00:00","08:03:17","00:00:00","      "
$F,0,"00:00:00","08:03:18","00:00:00","      "
$F,0,"00:00:00","08:03:19","00:00:00","      "
$F,0,"00:00:00","08:03:20","00:00:00","      "
$F,0,"00:00:00","08:03:21","00:00:00","      "
$F,0,"00:00:00","08:03:22","00:00:00","      "
$F,0,"00:00:00","08:03:23","00:00:00","      "
$F,0,"00:00:00","08:03:24","00:00:00","      "
$F,0,"00:00:00","08:03:25","00:00:00","      "
$F,0,"00:00:00","08:03:26","00:00:00","      "
$F,0,"00:00:00","08:03:27","00:00:00","      "
$F,0,"00:00:00","08:03:28","00:00:00","      "
$F,0,"00:00:00","08:03:29","00:00:00","      "
$F,0,"00:00:00","08:03:30","00:00:00","      "
$F,0,"00:00:00","08:03:31","00:00:00","      "
$F,0,"00:00:00","08:03:32","00:00:00","      "
$F,0,"00:00:00","08:03:33","00:00:00","      "
$F,0,"00:00:00","08:03:34","00:00:00","      "
$F,0,"00:00:00","08:03:35","00:00:00","      "
$F,0,"00:00:00","08:03:36","00:00:00","      "
$F,0,"00:00:00","08:03:37","00:00:00","      "
$F,0,"00:00:00","08:03:38","00:00:00","      "
$F,0,"00:00:00","08:03:39","00:00:00","      "
$F,0,"00:00:00","08:03:40","00:00:00","      "
$F,0,"00:00:00","08:03:41","00:00:00","      "
$F,0,"00:00:00","08:03:42","00:00:00","      "
$F,0,"00:00:00","08:03:43","00:00:00","      "
$F,0,"00:00:00","08:03:44","00:00:00","      "
$F,0,"00:00:00","08:03:45","00:00:00","      "
$F,0,"00:00:00","08:03:46","00:00:00","      "
$F,0,"00:00:00","08:03:47","00:00:00","      "
$F,0,"00:00:00","08:03:48","00:00:00","      "
$F,0,"00:00:00","08:03:49","00:00:00","      "
$F,0,"00:00:00","08:03:50","00:00:00","      "
$F,0,"00:00:00","08:03:51","00:00:00","      "
$F,0,"00:00:00","08:03:52","00:00:00","      "
$F,0,"00:00:00","08:03:53","00:00:00","      "
$F,0,"00:00:00","08:03:54","00:00:00","      "
$F,0,"00:00:00","08:03:55","00:00:00","      "
$F,0,"00:00:00","08:03:56","00:00:00","      "
$F,0,"00:00:00","08:03:57","00:00:00","      "
$F,0,"00:00:00","08:03:58","00:00:00","      "
$F,0,"00:00:00","08:03:59","00:00:00","      "
$F,0,"00:00:00","08:04:00","00:00:00","      "
$F,0,"00:00:00","08:04:01","00:00:00","      "
$F,0,"00:00:00","08:04:02","00:00:00","      "
$F,0,"00:00:00","08:04:03","00:00:00","      "
$F,0,"00:00:00","08:04:04","00:00:00","      "
$F,0,"00:00:00","08:04:05","00:00:00","      "
$F,0,"00:00:00","08:04:06","00:00:00","      "
$F,0,"00:00:00","08:04:07","00:00:00","      "
$F,0,"00:00:00","08:04:08","00:00:00","      "
$F,0,"00:00:00","08:04:09","00:00:00","      "
$F,0,"00:00:00","08:04:10","00:00:00","      "
$F,0,"00:00:00","08:04:11","00:00:00","      "
$F,0,"00:00:00","08:04:12","00:00:00","      "
$F,0,"00:00:00","08:04:13","00:00:00","      "
$F,0,"00:00:00","08:04:14","00:00:00","      "
